"Gene" "Weight_wo_mod" "M6ARatio" "M6AWeight" "Weight_w_M6A"
"PRDX6-AS1" 584075 0 0 584075
"PREB" 985690.4 0.114350578 0 985690.4
"PRECSIT" 2045154.8 0 0 2045154.8
"PRELID1" 395240.2 0.049503348 24.054 395264.254
"PRELID1P1" 291165.6 0 0 291165.6
"PRELID1P2" 127884.2 0 0 127884.2
"PRELID1P3" 207343.6 0 0 207343.6
"PRELID1P4" 165113.4 0 0 165113.4
"PRELID1P5" 212862.8 0 0 212862.8
"PRELID1P6" 211072.8 0 0 211072.8
"PRELID1P7" 201330 0 0 201330
"PRELID2" 1545698.4 0.256669989 0 1545698.4
"PRELID2P1" 97248.2 0 0 97248.2
"PRELID3A" 644421.2 0 0 644421.2
"PRELID3B" 803074.6 0 0 803074.6
"PRELID3BP1" 174489 0 0 174489
"PRELID3BP10" 188487.8 0 0 188487.8
"PRELID3BP11" 154336.8 0 0 154336.8
"PRELID3BP2" 64848.2 0 0 64848.2
"PRELID3BP3" 176219 0 0 176219
"PRELID3BP4" 184326.2 0 0 184326.2
"PRELID3BP5" 148643 0 0 148643
"PRELID3BP6" 184266.2 0 0 184266.2
"PRELID3BP7" 151159.8 0 0 151159.8
"PRELID3BP8" 94906 0 0 94906
"PRELP" 1850181.8 0 0 1850181.8
"PREP" 2328780 0.187886954 36.081 2328816.081
"PREPL" 2011046.6 0.144554268 0 2011046.6
"PREX1" 2177057.4 0.318306805 12.027 2177069.427
"PREX2" 3476286.8 0 0 3476286.8
"PRF1" 804230 0 0 804230
"PRG2" 459399.2 0 0 459399.2
"PRG3" 280399.8 0 0 280399.8
"PRG4" 1615415.8 0 0 1615415.8
"PRH1" 229449.4 0 0 229449.4
"PRH2" 1019420.4 0 0 1019420.4
"PRICKLE1" 1888338.6 0 0 1888338.6
"PRICKLE1P1" 779975.2 0 0 779975.2
"PRICKLE2" 3196681.4 0.457920922 12.027 3196693.427
"PRICKLE2-AS1" 200187.6 0 0 200187.6
"PRICKLE2-AS2" 159828.2 0 0 159828.2
"PRICKLE2-AS3" 799604.2 0 0 799604.2
"PRICKLE2-DT" 531061.8 0 0 531061.8
"PRICKLE3" 897192 0 12.027 897204.027
"PRICKLE4" 676097.6 0 0 676097.6
"PRIM1" 603446 0.08645738 12.027 603458.027
"PRIM2" 821740.2 0.116876898 36.081 821776.281
"PRIM2BP" 344346.2 0 0 344346.2
"PRIMA1" 1191613 0 0 1191613
"PRIMPOL" 699633.8 0.226393913 0 699633.8
"PRKAA1" 1682001.8 0.223602443 24.054 1682025.854
"PRKAA2" 2997752 0 0 2997752
"PRKAB1" 1287957.8 0.16488753 12.027 1287969.827
"PRKAB2" 1713745.6 0 36.081 1713781.681
"PRKACA" 1283369.2 0.196418866 12.027 1283381.227
"PRKACB" 1445625.6 0.074501808 0 1445625.6
"PRKACB-DT" 523351.2 0 0 523351.2
"PRKACG" 518081 0 0 518081
"PRKAG1" 540791.6 0.089984185 12.027 540803.627
"PRKAG2" 1631257.6 0.282644528 12.027 1631269.627
"PRKAG2-AS1" 478915.4 0 0 478915.4
"PRKAG2-AS2" 765780.6 0 0 765780.6
"PRKAG3" 767213.6 0 0 767213.6
"PRKAR1A" 2380988.8 0.101526528 36.081 2381024.881
"PRKAR1AP1" 375577.4 0 0 375577.4
"PRKAR1B" 824147.6 0.275788837 12.027 824159.627
"PRKAR1B-AS1" 363276.8 0 0 363276.8
"PRKAR1B-AS2" 184354.4 0 0 184354.4
"PRKAR2A" 2086160.4 0.139903717 24.054 2086184.454
"PRKAR2A-AS1" 1266825.8 0 0 1266825.8
"PRKAR2B" 1397276.6 0.102485636 24.054 1397300.654
"PRKAR2B-AS1" 216573.2 0 0 216573.2
"PRKCA" 2879583.8 0.223538623 24.054 2879607.854
"PRKCA-AS1" 678318.6 0 0 678318.6
"PRKCB" 2576582 0 0 2576582
"PRKCD" 925341.8 0 12.027 925353.827
"PRKCE" 1848248.8 0.637317016 48.108 1848296.908
"PRKCE-AS1" 119750.8 0 0 119750.8
"PRKCG" 1009452.8 0 0 1009452.8
"PRKCH" 1199378 0.512262111 24.054 1199402.054
"PRKCH-AS1" 1450738.8 0 0 1450738.8
"PRKCI" 1569119.4 0.058210042 12.027 1569131.427
"PRKCIP1" 577035.4 0 0 577035.4
"PRKCQ" 1047982 0.522575693 36.081 1048018.081
"PRKCQ-AS1" 659370 0 0 659370
"PRKCSH" 707896.8 0.169345685 24.054 707920.854
"PRKCZ" 769818 0.298734879 0 769818
"PRKCZ-AS1" 403986.6 0 0 403986.6
"PRKCZ-DT" 140094.4 0 0 140094.4
"PRKD1" 1231526.6 0.113599666 24.054 1231550.654
"PRKD2" 1151508.6 0.294659131 24.054 1151532.654
"PRKD3" 1975768.2 0.325717212 24.054 1975792.254
"PRKD3-DT" 161141.8 0 0 161141.8
"PRKDC" 4331067.8 0.175744405 60.135 4331127.935
"PRKG1" 2234187.4 0 0 2234187.4
"PRKG1-AS1" 956668.4 0 0 956668.4
"PRKG2" 1584646.4 0 0 1584646.4
"PRKG2-AS1" 250962.4 0 0 250962.4
"PRKN" 1343516.6 0 0 1343516.6
"PRKRA" 1254071 0.041759167 0 1254071
"PRKRIP1" 1111669 0 12.027 1111681.027
"PRKX" 1963375.4 0.50058639 12.027 1963387.427
"PRKX-AS1" 165426.2 0 0 165426.2
"PRKXP1" 361987.4 0 0 361987.4
"PRKY" 2320449.6 0 0 2320449.6
"PRL" 436986.8 0 0 436986.8
"PRLH" 85292.8 0 0 85292.8
"PRLHR" 1731475.4 0 0 1731475.4
"PRLR" 3709697.2 0.306902075 0 3709697.2
"PRM1" 128776.8 0 0 128776.8
"PRM2" 233432.6 0 0 233432.6
"PRM3" 140292.2 0 0 140292.2
"PRMT1" 543034.2 0.090236567 24.054 543058.254
"PRMT1P1" 325278.8 0 0 325278.8
"PRMT2" 1297323.2 0.318921646 0 1297323.2
"PRMT3" 1330090.8 0.167281201 24.054 1330114.854
"PRMT5" 778643.6 0.123113718 12.027 778655.627
"PRMT5-AS1" 841091.6 0 0 841091.6
"PRMT5-DT" 531962.6 0 0 531962.6
"PRMT5P1" 191469.6 0 0 191469.6
"PRMT6" 874258 0.572467712 24.054 874282.054
"PRMT7" 1497403.4 0.169602076 12.027 1497415.427
"PRMT8" 1901357.8 0 0 1901357.8
"PRMT9" 1114288.2 0 12.027 1114300.227
"PRNCR1" 4078187.4 0 0 4078187.4
"PRND" 1276068.2 0 0 1276068.2
"PRNP" 829043.8 0.507504594 36.081 829079.881
"PRNT" 749500.6 0 0 749500.6
"PROB1" 1456467.6 0 0 1456467.6
"PROC" 571277.8 0 0 571277.8
"PROCA1" 1023230.6 0 0 1023230.6
"PROCR" 434506.8 0.31512391 0 434506.8
"PRODH" 1526208.8 0 0 1526208.8
"PRODH2" 631209.2 0 0 631209.2
"PRODHLP" 401215 0 0 401215
"PROK1" 447454.6 0 0 447454.6
"PROK2" 497668 0 0 497668
"PROKR1" 1376661.4 0 0 1376661.4
"PROKR2" 1427533.2 0 0 1427533.2
"PROM1" 1397474.8 0 0 1397474.8
"PROM2" 1520504.2 0 0 1520504.2
"PROP1" 472589.8 0 0 472589.8
"PRORP" 1986357.2 0 0 1986357.2
"PRORSD1P" 692740.8 0 0 692740.8
"PRORY" 283109.6 0 0 283109.6
"PROS1" 1104338.2 0 0 1104338.2
"PROS2P" 627678.2 0 0 627678.2
"PROSER1" 1655360.4 0.342053465 36.081 1655396.481
"PROSER2" 1085291 0.632084509 12.027 1085303.027
"PROSER2-AS1" 1009659.2 0 0 1009659.2
"PROSER3" 1547815.2 0 0 1547815.2
"PROX1" 2720842.6 0 0 2720842.6
"PROX1-AS1" 1694560.2 0 0 1694560.2
"PROX2" 1425904.6 0 0 1425904.6
"PROZ" 504103.6 0 0 504103.6
"PRPF18" 538978 0.446991834 24.054 539002.054
"PRPF19" 752482.4 0.130321313 0 752482.4
"PRPF19-DT" 260060 0 0 260060
"PRPF19P1" 287987.6 0 0 287987.6
"PRPF3" 837458 0 0 837458
"PRPF31" 733538.8 0 0 733538.8
"PRPF31-AS1" 1338180.6 0 0 1338180.6
"PRPF38A" 1686245.6 0.397022071 24.054 1686269.654
"PRPF38AP1" 301899.6 0 0 301899.6
"PRPF38AP2" 275403.2 0 0 275403.2
"PRPF38B" 1555881.2 0.642574533 24.054 1555905.254
"PRPF39" 1135478.4 0.12802697 36.081 1135514.481
"PRPF39-DT" 273792.8 0 0 273792.8
"PRPF4" 1291882 0.611894869 36.081 1291918.081
"PRPF40A" 2583376.6 0.419238445 0 2583376.6
"PRPF40B" 1165682.4 0.254427182 12.027 1165694.427
"PRPF4B" 2415245.4 0.615642415 36.081 2415281.481
"PRPF4BP1" 112387.6 0 0 112387.6
"PRPF6" 986776.4 0.236992461 24.054 986800.454
"PRPF8" 2394174 0 0 2394174
"PRPH" 581664 0 0 581664
"PRPH2" 965825.2 0 0 965825.2
"PRPS1" 665471 0.129181277 12.027 665483.027
"PRPS1L1" 346594.4 0 0 346594.4
"PRPS1P1" 281218.2 0 0 281218.2
"PRPS1P2" 301418.4 0 0 301418.4
"PRPS2" 791983.8 0.102808534 24.054 792007.854
"PRPSAP1" 1106502 0.33931531 12.027 1106514.027
"PRPSAP2" 630279.6 0.132782665 0 630279.6
"PRR11" 2003514.2 0.292685406 48.108 2003562.308
"PRR11-AS1" 103219.2 0 0 103219.2
"PRR12" 2382647.2 0.574086677 36.081 2382683.281
"PRR13" 440162 0.199663079 0 440162
"PRR13P1" 130289.6 0 0 130289.6
"PRR13P2" 129785.2 0 0 129785.2
"PRR13P3" 120238.2 0 0 120238.2
"PRR13P4" 134309.2 0 0 134309.2
"PRR13P5" 141144.4 0 0 141144.4
"PRR13P7" 137055 0 0 137055
"PRR14" 744268.2 0.307760085 0 744268.2
"PRR14L" 3481597.4 0.607398022 24.054 3481621.454
"PRR15" 531705.4 0 0 531705.4
"PRR15-DT" 473930.4 0 0 473930.4
"PRR15L" 490367.8 0 0 490367.8
"PRR16" 585818.2 0.804184414 12.027 585830.227
"PRR18" 993906.6 0 0 993906.6
"PRR19" 626517.2 0.349979782 0 626517.2
"PRR20A" 594693.4 0 0 594693.4
"PRR20B" 594693.4 0 0 594693.4
"PRR20C" 594693.4 0 0 594693.4
"PRR20C" 594693.4 0 0 594693.4
"PRR20D" 594693.4 0 0 594693.4
"PRR20E" 594693.4 0 0 594693.4
"PRR20FP" 57795 0 0 57795
"PRR20G" 347667 0 0 347667
"PRR22" 527136 0.44708384 0 527136
"PRR23A" 739254.4 0 0 739254.4
"PRR23B" 606474.2 0 0 606474.2
"PRR23C" 894258.2 0 0 894258.2
"PRR23D1" 508768.6 0 0 508768.6
"PRR23D2" 508463.4 0 0 508463.4
"PRR23D3P" 268127 0 0 268127
"PRR23E" 556671 0 0 556671
"PRR23E2P" 220064.6 0 0 220064.6
"PRR27" 1526797.8 0 0 1526797.8
"PRR29" 1009227.6 0 0 1009227.6
"PRR29-AS1" 943194.2 0 0 943194.2
"PRR3" 1100784.8 0 0 1100784.8
"PRR30" 640575.6 0 0 640575.6
"PRR32" 404890.6 0 0 404890.6
"PRR33" 1230788.6 0 0 1230788.6
"PRR34" 905383.4 0 0 905383.4
"PRR34-AS1" 282639.4 0 0 282639.4
"PRR35" 723012 0 0 723012
"PRR36" 1421292.4 0 0 1421292.4
"PRR3P1" 149962.2 0 0 149962.2
"PRR4" 319080.8 0 0 319080.8
"PRR5" 734584.8 0.394384951 12.027 734596.827
"PRR5-ARHGAP8" 657775.6 0 0 657775.6
"PRR5L" 1263186 0.421126531 0 1263186
"PRR7" 470472.2 0.45285386 12.027 470484.227
"PRR7-AS1" 383496 0 0 383496
"PRR9" 392173.4 0 0 392173.4
"PRRC1" 1761388.8 0.172078975 36.081 1761424.881
"PRRC2A" 2221840.6 0 0 2221840.6
"PRRC2B" 3625854.6 0 0 3625854.6
"PRRC2C" 3417857.8 0.648617762 60.135 3417917.935
"PRRC2CP1" 51201.8 0 0 51201.8
"PRRG1" 1473946 0 0 1473946
"PRRG2" 508647.6 0 0 508647.6
"PRRG3" 1918334.4 0 0 1918334.4
"PRRG4" 1776886.6 0 0 1776886.6
"PRRT1" 888775.4 0 0 888775.4
"PRRT1B" 804251.6 0 0 804251.6
"PRRT2" 961901.4 0 0 961901.4
"PRRT3" 1216303 0.755191265 24.054 1216327.054
"PRRT3-AS1" 197303.8 0 0 197303.8
"PRRT4" 1141006 0 0 1141006
"PRRX1" 1303143.2 0 0 1303143.2
"PRRX2" 421747 0.2698064 12.027 421759.027
"PRRX2-AS1" 138396.8 0 0 138396.8
"PRSS1" 461957.6 0 0 461957.6
"PRSS12" 1547816.8 0.607629422 0 1547816.8
"PRSS16" 1085068.2 0 0 1085068.2
"PRSS2" 273531.4 0 0 273531.4
"PRSS21" 355999.2 0 0 355999.2
"PRSS22" 444601.6 0 0 444601.6
"PRSS23" 1706472.6 0 0 1706472.6
"PRSS23-AS1" 372379.2 0 0 372379.2
"PRSS27" 1154528.8 0 0 1154528.8
"PRSS29P" 192134 0 0 192134
"PRSS3" 296161 0 0 296161
"PRSS30P" 281123.6 0 0 281123.6
"PRSS30P" 969940.8 0 0 969940.8
"PRSS33" 564939 0 0 564939
"PRSS35" 787533.8 0 0 787533.8
"PRSS36" 905177.2 0 0 905177.2
"PRSS37" 589722.8 0 0 589722.8
"PRSS38" 413945 0 0 413945
"PRSS3P1" 238215.4 0 0 238215.4
"PRSS3P3" 222610.4 0 0 222610.4
"PRSS3P4" 52171.4 0 0 52171.4
"PRSS40A" 317154.4 0 0 317154.4
"PRSS40A" 714993.6 0 0 714993.6
"PRSS40B" 317750.8 0 0 317750.8
"PRSS41" 384713.4 0 0 384713.4
"PRSS42P" 411625 0 0 411625
"PRSS43P" 537231 0 0 537231
"PRSS44P" 346552.8 0 0 346552.8
"PRSS45P" 331227.8 0 0 331227.8
"PRSS46P" 315662.4 0 0 315662.4
"PRSS47P" 311444.6 0 0 311444.6
"PRSS48" 452334.6 0 0 452334.6
"PRSS50" 428103.4 0 0 428103.4
"PRSS51" 725282 0 0 725282
"PRSS52P" 83034.4 0 0 83034.4
"PRSS53" 1767651.8 0 0 1767651.8
"PRSS54" 582566 0 0 582566
"PRSS55" 764276.8 0 0 764276.8
"PRSS56" 722373.6 0 0 722373.6
"PRSS57" 351901 0 0 351901
"PRSS58" 358858.6 0 0 358858.6
"PRSS59P" 656068.8 0 0 656068.8
"PRSS8" 589733.4 0 0 589733.4
"PRTFDC1" 622687.8 0.074008652 0 622687.8
"PRTG" 3890314.4 0.374397012 0 3890314.4
"PRTN3" 332565.2 0 0 332565.2
"PRUNE1" 969167 0 12.027 969179.027
"PRUNE2" 4056775.4 0 0 4056775.4
"PRUNEP1" 226637 0 0 226637
"PRX" 1780829.4 0.696862795 36.081 1780865.481
"PRXL2A" 1867636.2 0 0 1867636.2
"PRXL2AP1" 216073.6 0 0 216073.6
"PRXL2AP2" 220901.6 0 0 220901.6
"PRXL2B" 911492.4 0 0 911492.4
"PRXL2C" 928577.8 0 0 928577.8
"PRXL2CP1" 211556.6 0 0 211556.6
"PRY" 435725.6 0 0 435725.6
"PRY2" 435741.6 0 0 435741.6
"PRYP1" 143484 0 0 143484
"PRYP2" 158650.4 0 0 158650.4
"PRYP3" 143130.8 0 0 143130.8
"PRYP4" 143130.8 0 0 143130.8
"PRYP5" 85869.2 0 0 85869.2
"PRYP6" 110577.6 0 0 110577.6
"PSAP" 885261.6 0.069377956 0 885261.6
"PSAPL1" 1497781.2 0 0 1497781.2
"PSAT1" 707864.2 0.247732338 24.054 707888.254
"PSAT1P1" 356533.2 0 0 356533.2
"PSAT1P2" 312893.4 0 0 312893.4
"PSAT1P3" 358121.2 0 0 358121.2
"PSAT1P4" 169527.2 0 0 169527.2
"PSCA" 315623.4 0 0 315623.4
"PSD" 1243743.2 0.423157085 0 1243743.2
"PSD2" 1458552.2 0 0 1458552.2
"PSD2-AS1" 361270.4 0 0 361270.4
"PSD3" 3759679.8 0.303220129 24.054 3759703.854
"PSD4" 3643285.4 0 0 3643285.4
"PSEN1" 3645558.4 0.369971171 36.081 3645594.481
"PSEN2" 1661152.6 0.364328113 12.027 1661164.627
"PSENEN" 360058.8 0.179246056 0 360058.8
"PSG1" 907178 0 0 907178
"PSG10P" 480599 0 0 480599
"PSG11" 623047.4 0 0 623047.4
"PSG11-AS1" 587537.6 0 0 587537.6
"PSG2" 504460.6 0 0 504460.6
"PSG3" 624474.4 0 0 624474.4
"PSG4" 736514.8 0 0 736514.8
"PSG5" 688227 0 0 688227
"PSG6" 744617.2 0 0 744617.2
"PSG7" 800683.6 0 0 800683.6
"PSG8" 794954.6 0 0 794954.6
"PSG8-AS1" 606243 0 0 606243
"PSG9" 907554 0 0 907554
"PSIP1" 1085727.8 0.458248758 12.027 1085739.827
"PSIP1P1" 323578.2 0 0 323578.2
"PSKH1" 1124100.4 0.488462943 12.027 1124112.427
"PSKH2" 822453.4 0 0 822453.4
"PSLNR" 200251.8 0 0 200251.8
"PSMA1" 490935.4 0.104889903 12.027 490947.427
"PSMA1P1" 250184.6 0 0 250184.6
"PSMA2" 1720664 0.131287469 0 1720664
"PSMA2" 1720664 0.131287469 0 1720664
"PSMA2P1" 208519.2 0 0 208519.2
"PSMA2P2" 221432.2 0 0 221432.2
"PSMA2P3" 218142 0 0 218142
"PSMA3" 411017.8 0.080894759 12.027 411029.827
"PSMA3-AS1" 797659 0 0 797659
"PSMA3P1" 204757 0 0 204757
"PSMA4" 1403544.6 0.162977789 24.054 1403568.654
"PSMA5" 1223726 0.095711116 12.027 1223738.027
"PSMA5P1" 142786.8 0 0 142786.8
"PSMA6" 1519266 0.068869721 0 1519266
"PSMA6P1" 238860.2 0 0 238860.2
"PSMA6P2" 221065.2 0 0 221065.2
"PSMA6P3" 52891.8 0 0 52891.8
"PSMA6P4" 231104.6 0 0 231104.6
"PSMA7" 331057.6 0.061859326 0 331057.6
"PSMA8" 603177.2 0 0 603177.2
"PSMB1" 621625.8 0.103126434 24.054 621649.854
"PSMB10" 315439.4 0.148004058 0 315439.4
"PSMB11" 593413.8 0 0 593413.8
"PSMB2" 1415160.2 0.028785645 0 1415160.2
"PSMB3" 245284.4 0 0 245284.4
"PSMB3P1" 196817.2 0 0 196817.2
"PSMB3P2" 198994.6 0 0 198994.6
"PSMB4" 664666.4 0.13273531 12.027 664678.427
"PSMB5" 360137.4 0.124805707 0 360137.4
"PSMB6" 281018.2 0.09663842 12.027 281030.227
"PSMB7" 317469.8 0.143254153 0 317469.8
"PSMB7P1" 165611.8 0 0 165611.8
"PSMB8" 763854.6 0 0 763854.6
"PSMB8-AS1" 703798.4 0 0 703798.4
"PSMB9" 863824.2 0 0 863824.2
"PSMC1" 1416022 0 0 1416022
"PSMC1P1" 427114 0 0 427114
"PSMC1P10" 429204.4 0 0 429204.4
"PSMC1P11" 426126.4 0 0 426126.4
"PSMC1P12" 424594.8 0 0 424594.8
"PSMC1P13" 317542 0 0 317542
"PSMC1P2" 388812.8 0 0 388812.8
"PSMC1P3" 426132.6 0 0 426132.6
"PSMC1P4" 429200.4 0 0 429200.4
"PSMC1P5" 57369.4 0 0 57369.4
"PSMC1P6" 426232.8 0 0 426232.8
"PSMC1P7" 425276 0 0 425276
"PSMC1P8" 419098.2 0 0 419098.2
"PSMC1P9" 431768 0 0 431768
"PSMC2" 1456129.8 0.158669398 12.027 1456141.827
"PSMC2P1" 422609 0 0 422609
"PSMC2P2" 337074 0 0 337074
"PSMC3" 511815 0.252803943 12.027 511827.027
"PSMC3IP" 456381.6 0.39311383 0 456381.6
"PSMC4" 565610.8 0 0 565610.8
"PSMC5" 834325.2 0.218160471 0 834325.2
"PSMC6" 945765.8 0.133300468 24.054 945789.854
"PSMD1" 1333311 0.137422369 36.081 1333347.081
"PSMD10" 472439 0.091015219 12.027 472451.027
"PSMD10P1" 219977.2 0 0 219977.2
"PSMD10P2" 294379.8 0 0 294379.8
"PSMD10P3" 144868.6 0 0 144868.6
"PSMD11" 1234395 0.241272501 0 1234395
"PSMD12" 1398401.2 0.258237706 12.027 1398413.227
"PSMD12P1" 440822.2 0 0 440822.2
"PSMD13" 705857 0.134469801 12.027 705869.027
"PSMD14" 1566373 0.06945999 12.027 1566385.027
"PSMD14-DT" 352251.2 0 0 352251.2
"PSMD14P1" 291084.2 0 0 291084.2
"PSMD2" 940522.6 0.187604524 24.054 940546.654
"PSMD3" 924422.6 0.098189632 12.027 924434.627
"PSMD4" 431808.6 0.167468425 24.054 431832.654
"PSMD4P1" 358769.8 0 0 358769.8
"PSMD5" 1083199.2 0.294807565 24.054 1083223.254
"PSMD6" 1460925.6 0.078108769 0 1460925.6
"PSMD6-AS1" 142858.2 0 0 142858.2
"PSMD6-AS2" 789455.2 0 0 789455.2
"PSMD7" 526669.2 0.386782853 12.027 526681.227
"PSMD7-DT" 631470.4 0 0 631470.4
"PSMD7P1" 176615.2 0 0 176615.2
"PSMD8" 817229.8 0.079465973 0 817229.8
"PSMD8P1" 247299.8 0 0 247299.8
"PSMD9" 977670.2 0.188675501 0 977670.2
"PSME1" 366588.2 0 0 366588.2
"PSME2" 884987.8 0 0 884987.8
"PSME2P1" 232449 0 0 232449
"PSME2P2" 225977 0 0 225977
"PSME2P3" 231832.4 0 0 231832.4
"PSME2P4" 229376 0 0 229376
"PSME2P5" 256994 0 0 256994
"PSME2P6" 106104.4 0 0 106104.4
"PSME3" 1078904.2 0.154390274 36.081 1078940.281
"PSME3IP1" 906627.6 0 0 906627.6
"PSME4" 2329669 0.309216919 48.108 2329717.108
"PSMF1" 2616075.8 0.131650716 12.027 2616087.827
"PSMG1" 563512.8 0.128055935 12.027 563524.827
"PSMG2" 1821776.8 0.024467348 0 1821776.8
"PSMG3" 460115.6 0.280141858 12.027 460127.627
"PSMG3-AS1" 1834420.2 0 0 1834420.2
"PSMG3P1" 52340.2 0 0 52340.2
"PSMG3P2" 116485 0 0 116485
"PSMG4" 1481839.6 0.166030431 0 1481839.6
"PSORS1C1" 1239190.4 0 0 1239190.4
"PSORS1C2" 276919.6 0 0 276919.6
"PSORS1C3" 190910.6 0 0 190910.6
"PSPC1" 785996 0.366834286 12.027 786008.027
"PSPC1-AS2" 121549.2 0 0 121549.2
"PSPC1P1" 215963 0 0 215963
"PSPC1P2" 73015 0 0 73015
"PSPH" 700766.6 0.080562713 12.027 700778.627
"PSPHP1" 84464.2 0 0 84464.2
"PSPN" 1255972.2 0 0 1255972.2
"PSRC1" 601780 0.48447055 12.027 601792.027
"PSTK" 1134255.6 0.11505208 12.027 1134267.627
"PSTPIP1" 904861.4 0 0 904861.4
"PSTPIP2" 963589 0.156057005 0 963589
"PTAFR" 1346536.2 0 0 1346536.2
"PTAR1" 3234631.8 0.199186853 12.027 3234643.827
"PTBP1" 1499042.2 0.094431134 0 1499042.2
"PTBP1P" 514788.2 0 0 514788.2
"PTBP2" 3844354.8 0.110354426 0 3844354.8
"PTBP3" 2557017 0.104681799 0 2557017
"PTCD1" 1763961.8 0.364903538 12.027 1763973.827
"PTCD2" 3576377 0.456912461 12.027 3576389.027
"PTCD2P1" 365451.2 0 0 365451.2
"PTCD2P2" 352430 0 0 352430
"PTCD3" 2149191.2 0.258429246 36.081 2149227.281
"PTCH1" 3413975.2 0.302142598 36.081 3414011.281
"PTCH2" 1414740 0 0 1414740
"PTCHD1" 4132117.6 0 0 4132117.6
"PTCHD1-AS" 466708.6 0 0 466708.6
"PTCHD3" 1153561 0 0 1153561
"PTCHD3P1" 172576.4 0 0 172576.4
"PTCHD3P2" 388941 0 0 388941
"PTCHD3P3" 291546.2 0 0 291546.2
"PTCHD4" 8104938 0 0 8104938
"PTCRA" 361441 0 0 361441
"PTCSC2" 624580.4 0 0 624580.4
"PTCSC3" 633303.4 0 0 633303.4
"PTDSS1" 1600254 0.371882411 24.054 1600278.054
"PTDSS2" 1009683.8 0 0 1009683.8
"PTEN" 2788733.2 0 0 2788733.2
"PTENP1" 1285534.2 0 0 1285534.2
"PTENP1-AS" 1262192.2 0 0 1262192.2
"PTER" 1210931.4 0.292278913 24.054 1210955.454
"PTF1A" 497540 0 0 497540
"PTGDR" 948489.4 0 0 948489.4
"PTGDR2" 926200.2 0 0 926200.2
"PTGDS" 296326.2 0 0 296326.2
"PTGER1" 455221.6 0 0 455221.6
"PTGER2" 788733.6 0 0 788733.6
"PTGER3" 2237471.4 0 0 2237471.4
"PTGER4" 1102207.2 0 0 1102207.2
"PTGER4P2" 168987.2 0 0 168987.2
"PTGER4P3" 81349.4 0 0 81349.4
"PTGES" 599979.6 0 0 599979.6
"PTGES2" 1116813.6 0.107871415 12.027 1116825.627
"PTGES3" 944697.8 0.063410879 12.027 944709.827
"PTGES3L" 571562.2 0 0 571562.2
"PTGES3L-AARSD1" 695911 0 0 695911
"PTGES3P1" 156207.6 0 0 156207.6
"PTGES3P2" 156043.4 0 0 156043.4
"PTGES3P3" 155994.4 0 0 155994.4
"PTGES3P4" 115238.2 0 0 115238.2
"PTGES3P5" 140344.8 0 0 140344.8
"PTGFR" 1740188.8 0 0 1740188.8
"PTGFRN" 2032972.8 0.57985998 60.135 2033032.935
"PTGIR" 668920.6 0 0 668920.6
"PTGIS" 1788801 0 0 1788801
"PTGR1" 739789.6 0.155016492 0 739789.6
"PTGR2" 1558505.8 0.306237744 0 1558505.8
"PTGR3" 2413535.6 0 0 2413535.6
"PTGS1" 1611770 0 0 1611770
"PTGS2" 1508504.8 0.340016234 0 1508504.8
"PTH" 256804.8 0 0 256804.8
"PTH1R" 693847.6 0 0 693847.6
"PTH2" 146663.8 0 0 146663.8
"PTH2R" 883823.4 0 0 883823.4
"PTHLH" 605422.2 0.666666667 12.027 605434.227
"PTK2" 1652476.2 0.340794425 24.054 1652500.254
"PTK2B" 1519834.8 0 0 1519834.8
"PTK6" 952302.6 0 0 952302.6
"PTK7" 1701732.4 0.126533673 24.054 1701756.454
"PTMA" 527245 0.169918821 12.027 527257.027
"PTMAP1" 107041 0 0 107041
"PTMAP10" 108310.8 0 0 108310.8
"PTMAP11" 108768 0 0 108768
"PTMAP12" 108689 0 0 108689
"PTMAP15" 95892.2 0 0 95892.2
"PTMAP2" 107773.4 0 0 107773.4
"PTMAP3" 108531 0 0 108531
"PTMAP4" 113807.2 0 0 113807.2
"PTMAP5" 374764.4 0 0 374764.4
"PTMAP6" 107477.4 0 0 107477.4
"PTMAP8" 112717.4 0 0 112717.4
"PTMAP9" 107756.4 0 0 107756.4
"PTMS" 373781.4 0.195308781 0 373781.4
"PTN" 516313.8 0.67723697 0 516313.8
"PTOV1" 606968.8 0.115369355 0 606968.8
"PTOV1-AS1" 1023944.2 0 0 1023944.2
"PTOV1-AS2" 231642.8 0 0 231642.8
"PTOV1P1" 394816.4 0 0 394816.4
"PTP4A1" 1508945.2 0.247444582 12.027 1508957.227
"PTP4A1P1" 165792 0 0 165792
"PTP4A1P2" 146600.8 0 0 146600.8
"PTP4A1P3" 135487 0 0 135487
"PTP4A1P4" 103724.4 0 0 103724.4
"PTP4A1P5" 146440 0 0 146440
"PTP4A1P6" 153844.6 0 0 153844.6
"PTP4A1P7" 165442.8 0 0 165442.8
"PTP4A2" 1256011 0.148753325 12.027 1256023.027
"PTP4A2P1" 154162.6 0 0 154162.6
"PTP4A2P2" 161828.4 0 0 161828.4
"PTP4A3" 1044608.2 0 0 1044608.2
"PTPA" 884435.2 0 0 884435.2
"PTPDC1" 1452668.4 0.49483643 24.054 1452692.454
"PTPMT1" 793439.4 0.335616031 12.027 793451.427
"PTPN1" 1278945.8 0.22901157 36.081 1278981.881
"PTPN11" 2452259.6 0.304692045 36.081 2452295.681
"PTPN11P1" 574360.2 0 0 574360.2
