"Gene" "Length" "MW" "Scof_St" "Scof_Unst" "Cromo"
"MRT4" 711 227818.2 6.2038291418788e-10 2.80325380567384e-10 "XI"
"MRX1" 2067 661876.4 1.21382751355727e-09 7.55198331644999e-10 "V"
"MRX10" 1245 399141 1.18499751497062e-09 5.24410959058285e-10 "IV"
"MRX11" 624 200961.8 1.07929452504164e-09 4.31329714064237e-10 "XVI"
"MRX12" 1560 501616 1.18843807710372e-09 4.2068278075759e-10 "X"
"MRX14" 318 102512.6 8.82048865576179e-10 1.93418419129694e-10 "IV"
"MRX3" 813 261111.6 1.33635216154719e-09 5.20591902295531e-10 "II"
"MRX4" 1293 414206.6 1.25624153479805e-09 6.15656550009693e-10 "XVI"
"MRX5" 1149 369462.8 1.11120362390778e-09 4.65258477615027e-10 "X"
"MRX6" 1575 504043 1.27820630728549e-09 6.41689477977379e-10 "XIV"
"MRX7" 261 84026.2 1.09498335317801e-09 2.26062187590769e-10 "XIV"
"MRX8" 945 303253 1.23744725198749e-09 4.28000985162586e-10 "IV"
"MRX9" 1263 406171.6 1.19361894494271e-09 5.51984332692008e-10 "IV"
"MSA1" 1890 604684 1.27248760695823e-09 6.09089200971229e-10 "XV"
"MSA2" 1092 349144.4 9.867287156497e-10 4.03281246134434e-10 "XI"
"MSB1" 3414 1101387.8 1.3364824441749e-09 7.00598555319322e-10 "XV"
"MSB2" 3921 1266956.2 1.31721254541759e-09 1.20912768338692e-09 "VII"
"MSB3" 1902 609593.4 1.12296327400385e-09 4.71605018821598e-10 "XIV"
"MSB4" 1479 473449.8 1.18170295620652e-09 4.20140428072039e-10 "XV"
"MSC1" 1542 494402.4 8.63665356310876e-10 8.26877441850556e-10 "XIII"
"MSC2" 2175 698407 9.75681858834527e-10 6.87316861416377e-10 "IV"
"MSC3" 2187 699957.4 1.2314201867314e-09 7.12261178988785e-10 "XII"
"MSC6" 2079 668798.8 1.35622077715464e-09 6.14790231978696e-10 "XV"
"MSC7" 1935 622957 8.99875493279267e-10 6.17468926625433e-10 "VIII"
"MSD1" 1977 634281.4 1.1878928562273e-09 6.24363883454629e-10 "XVI"
"MSE1" 1611 517555.2 1.13246930690866e-09 4.1404954894753e-10 "XV"
"MSF1" 1410 452209 1.08444055941828e-09 4.76568216147178e-10 "XVI"
"MSG5" 1470 471678 1.14957442565681e-09 5.51323150939302e-10 "XIV"
"MSH1" 2880 924250 1.33634854219395e-09 8.16520186475253e-10 "VIII"
"MSH2" 2895 929921 1.18341444228483e-09 4.78728754337758e-10 "XV"
"MSH3" 3057 983843.4 1.36738455004827e-09 7.18489656525013e-10 "III"
"MSH4" 2637 846082.4 1.40904700743783e-09 6.43104942201615e-10 "VI"
"MSH5" 2706 868179.2 1.48673916367029e-09 1.03234645232681e-09 "IV"
"MSH6" 3729 1188204.8 1.27161443880852e-09 7.06158053045828e-10 "IV"
"MSI1" 1269 407635.8 1.13451731245632e-09 4.26574178461797e-10 "II"
"MSK1" 1731 555668.2 1.30678830434561e-09 5.8044378114816e-10 "XIV"
"MSL1" 336 108586.2 1.1283543565435e-09 4.00140117506e-10 "IX"
"MSL5" 1431 458003.2 1.16850690388631e-09 5.81200171936089e-10 "XII"
"MSM1" 1728 555487.6 1.26046215035117e-09 6.88235339155529e-10 "VII"
"MSN1" 1149 368019.8 1.19909732076466e-09 5.7902467918839e-10 "XV"
"MSN2" 2115 677017 1.16333130008074e-09 6.11041462588626e-10 "XIII"
"MSN4" 1893 606520.6 1.12695575347000e-09 5.58896156408327e-10 "XI"
"MSN5" 3675 1173922 1.37815383223215e-09 5.98636138718379e-10 "IV"
"MSO1" 633 202617.6 8.43730484891542e-10 3.10702311547593e-10 "XIV"
"MSP1" 1089 350009.8 1.02528400995557e-09 3.8491098814554e-10 "VII"
"MSR1" 1932 620521.4 1.36924993175493e-09 6.77396327809214e-10 "VIII"
"MSS1" 1581 507747.2 1.25482602946068e-09 5.34217461925328e-10 "XIII"
"MSS11" 2277 726791.4 1.39596033771389e-09 6.31407992196643e-10 "XIII"
"MSS116" 1995 639891 1.16854217775247e-09 5.96029104818868e-10 "IV"
"MSS18" 807 258784.4 1.12743865958252e-09 3.66809458910634e-10 "XVI"
"MSS2" 1056 337965.2 1.0978308138256e-09 3.51568396879419e-10 "IV"
"MSS4" 2340 751176 1.27354309759127e-09 5.80732438767899e-10 "IV"
"MSS51" 1311 421055.2 1.02130645300815e-09 3.92139195760811e-10 "XII"
"MST1" 1389 446735.8 1.11846995802812e-09 4.11430620915782e-10 "XI"
"MST27" 705 227252 1.20992332618728e-09 5.44701342348777e-10 "VII"
"MST28" 705 227245 7.97720372288613e-10 3.93470700762942e-10 "I"
"MSW1" 1140 366087 1.00758774808805e-09 4.18540564400487e-10 "IV"
"MSY1" 1479 475285.8 1.04521890084519e-09 4.74315270111411e-10 "XVI"
"MTC1" 1437 458751.4 1.00473582303115e-09 3.94608286028903e-10 "X"
"MTC2" 1074 344842.8 1.24837295414604e-09 4.54722946765895e-10 "XI"
"MTC3" 372 120256.4 8.48638685395165e-10 2.74847412492552e-10 "VII"
"MTC4" 2085 666368 1.32763791066074e-09 6.58489951877912e-10 "II"
"MTC5" 3447 1110014.4 1.44314963916092e-09 8.73805626259741e-10 "IV"
"MTC6" 1581 509034.2 1.27054765483699e-09 7.77206617698412e-10 "VIII"
"MTC7" 420 134438 1.02672825902762e-09 4.26556046054545e-10 "V"
"MTD1" 963 308987.6 9.58376228188082e-10 2.93100535426558e-10 "XI"
"MTE1" 816 260763.2 1.29292315908136e-09 5.42012785619214e-10 "VII"
"MTF1" 1026 330172.2 8.79778331676223e-10 3.18513965363387e-10 "XIII"
"MTF2" 1323 422868.6 1.19935313599577e-09 5.44990641399128e-10 "IV"
"MTG1" 1104 353393.8 1.02089911912311e-09 4.24547598233212e-10 "XIII"
"MTG2" 1557 498725.4 1.2495113367578e-09 6.67261551841186e-10 "VIII"
"MTH1" 1302 417088.4 1.23907644787572e-09 5.93719211254143e-10 "IV"
"MTL1" 1656 530157.2 1.2037423360694e-09 6.75736503712126e-10 "VII"
"MTM1" 1101 353550.2 1.29886988025673e-09 5.60888018808919e-10 "VII"
"MTO1" 2010 644817 1.34605255614507e-09 6.71382207089655e-10 "VII"
"MTQ1" 945 303569 1.1451403567396e-09 4.44556013172704e-10 "XIV"
"MTQ2" 666 213909.2 1.046953788067e-09 3.12652915267938e-10 "IV"
"MTR10" 2919 941168.8 1.20760589045105e-09 6.27439938634994e-10 "XV"
"MTR2" 555 177590 8.41607834367222e-10 2.9406635556274e-10 "XI"
"MTR3" 753 241953.6 9.02073435372192e-10 3.44911487128152e-10 "VII"
"MTR4" 3222 1038882.4 1.17275548032366e-09 5.37555455890561e-10 "X"
"MTW1" 870 277792 9.03802095401026e-10 3.47787696969425e-10 "I"
"MUB1" 1863 597489.6 1.36134410388704e-09 6.66836674521655e-10 "XIII"
"MUD1" 897 315822.2 1.00541522785933e-09 4.16110477480553e-10 "II"
"MUD2" 1584 507605.8 1.00543085243345e-09 4.46411384373019e-10 "XI"
"MUK1" 1839 590221.8 1.30492335135672e-09 6.46819987687384e-10 "XVI"
"MUM2" 1101 351964.2 1.00216092204982e-09 4.51241847543642e-10 "II"
"MUM3" 1440 463132 1.39393516925633e-09 8.21871681715658e-10 "XV"
"MUP1" 1725 552444 7.86683934304847e-10 4.93084084136452e-10 "VII"
"MUP3" 1641 525391.2 1.28143073988485e-09 4.85732166309457e-10 "VIII"
"MUS81" 1899 607875.8 1.30885534367038e-09 6.48916779262589e-10 "IV"
"MVB12" 306 98709.2 1.01836571655523e-09 2.45313696347983e-10 "VII"
"MVD1" 1191 382856.2 8.68005959738468e-10 3.46647783568375e-10 "XIV"
"MVP1" 1536 491777.2 1.13907949781903e-09 4.56474817329954e-10 "XIII"
"MXR1" 555 180032 7.06814875209852e-10 2.01475526746664e-10 "V"
"MXR2" 507 163225.4 6.09458089640756e-10 2.03611815247695e-10 "III"
"MYO1" 5787 1884642.4 1.48820168612733e-09 8.95062202173189e-10 "VIII"
"MYO2" 4725 1506916 1.47397367339445e-09 7.21136991805667e-10 "XV"
"MYO3" 3819 1229958.8 1.39845558993409e-09 6.29626643795698e-10 "XI"
"MYO4" 4416 1408276.2 1.4867299119045e-09 9.10798803596095e-10 "I"
"MYO5" 3660 1177227 1.38290630277337e-09 5.65484301633682e-10 "XIII"
"MZM1" 372 120077.4 5.93364217931944e-10 2.28370924148609e-10 "IV"
"NAB2" 1578 505090.6 7.72381658120238e-10 5.09543569717464e-10 "VII"
"NAB3" 2409 769688.8 9.83794526975623e-10 4.55803070463939e-10 "XVI"
"NAB6" 3405 1095153 1.38794051661537e-09 8.21427782299728e-10 "XIII"
"NAF1" 1479 473829.8 9.93274355401848e-10 4.14499234936979e-10 "XIV"
"NAG1" 492 158005.4 1.59619092101943e-09 1.29908769539366e-09 "VII"
"NAM2" 2685 861198 1.34512882731879e-09 8.26209690185469e-10 "XII"
"NAM7" 2916 938452.2 1.33672555944329e-09 7.02472696716306e-10 "XIII"
"NAM8" 1572 505867.4 1.17980561361246e-09 4.98359632616894e-10 "VIII"
"NAM9" 1461 468225.2 1.01555397996201e-09 4.35339756172962e-10 "XIV"
"NAN1" 2691 865270.2 1.24093209878151e-09 5.99170943213571e-10 "XVI"
"NAP1" 1254 402653.8 8.93725980061829e-10 3.08505529241011e-10 "XI"
"NAR1" 1476 474426.2 1.04658858434232e-09 4.37028925144531e-10 "XIV"
"NAS2" 663 212512.6 8.24225176203421e-10 3.128848523711e-10 "IX"
"NAS6" 687 221098.4 6.69570763439461e-10 2.20415653962747e-10 "VII"
"NAT1" 2565 822948 1.15486190818343e-09 4.40066266599532e-10 "IV"
"NAT2" 867 277517.4 9.38756991470437e-10 3.19786943420361e-10 "VII"
"NAT3" 588 188857.6 7.61977627553797e-10 2.15423018203284e-10 "XVI"
"NAT4" 858 275724.6 1.3650699032696e-09 5.71266392790786e-10 "XIII"
"NAT5" 531 172028.2 8.17947409697696e-10 2.3451324033294e-10 "XV"
"NBA1" 1506 481430.2 9.80194005110385e-10 4.40952430252813e-10 "XV"
"NBL1" 222 93215.8 1.36239468024368e-09 6.25583186548483e-10 "VIII"
"NBP1" 960 306432 1.16647833594626e-09 5.52758436359848e-10 "XII"
"NBP2" 711 226906.2 7.87765470989306e-10 3.66585800626472e-10 "IV"
"NBP35" 987 316626.4 8.77919106224046e-10 3.16303120825435e-10 "VII"
"NCA2" 1851 596044.2 1.18963076894263e-09 5.02170014713748e-10 "XVI"
"NCA3" 1014 325943.8 1.11450240366707e-09 4.61584392439625e-10 "X"
"NCB2" 441 172862.6 9.07271140463251e-10 2.34986757963791e-10 "IV"
"NCE101" 162 98302 9.64113542716375e-10 2.55294223048147e-10 "X"
"NCE102" 522 169540.4 8.03038392622093e-10 2.96096208609118e-10 "XVI"
"NCE103" 666 213788.2 8.23902338531952e-10 2.29569243188439e-10 "XIV"
"NCL1" 2055 659382 1.00245257401577e-09 3.80093460328662e-10 "II"
"NCP1" 2076 667194.2 1.12056924261527e-09 8.05725505288044e-10 "VIII"
"NCR1" 3513 1122738.6 9.9821290198648e-10 9.37382867527041e-10 "XVI"
"NCS2" 1482 476261.4 1.18890544919102e-09 5.62010663505102e-10 "XIV"
"NCS6" 1080 346276 1.22306872083336e-09 5.1816745809616e-10 "VII"
"NCW2" 765 246101 8.35386995809532e-10 4.15485369733306e-10 "XII"
"NDC1" 1968 633107.6 1.03900836382123e-09 7.89051606308415e-10 "XIII"
"NDD1" 1665 532520 1.14445343111632e-09 5.48257962085924e-10 "XV"
"NDE1" 1683 541898.6 9.71504183779817e-10 4.48081809196912e-10 "XIII"
"NDE2" 1638 526209.6 1.26227509105977e-09 6.33870872509415e-10 "IV"
"NDI1" 1542 495366.4 1.19977001778751e-09 4.24517520425826e-10 "XIII"
"NDJ1" 1059 341457.8 1.52880912753788e-09 9.84108644103004e-10 "XV"
"NDL1" 570 181684 1.0634123139937e-09 3.92364504593536e-10 "XII"
"NDT80" 1884 604642.8 1.31928609082344e-09 8.50854006310477e-10 "VIII"
"NEJ1" 1029 331030.8 1.27089670983128e-09 4.83486899715217e-10 "XII"
"NEL1" 1893 608559.6 1.29785540109788e-09 6.85260161520406e-10 "VIII"
"NEM1" 1341 430829.2 1.35338820962515e-09 7.30138311714445e-10 "VIII"
"NEO1" 3456 1106478.2 1.2941341938162e-09 1.04184567981835e-09 "IX"
"NET1" 3570 1150220 1.28788357034939e-09 7.49083458935982e-10 "X"
"NEW1" 3591 1149004.2 1.26740475872601e-09 5.83979722547693e-10 "XVI"
"NFI1" 2181 698535.2 1.30843601303384e-09 7.67379995358259e-10 "XV"
"NFS1" 1494 480178.8 9.05454192984167e-10 3.38669693219794e-10 "III"
"NFT1" 3657 1169355.4 1.54764458775856e-09 1.28975957803649e-09 "XI"
"NFU1" 771 246981.2 8.02529542297082e-10 2.30953512189936e-10 "XI"
"NGG1" 2109 672568.8 1.30508000377147e-09 5.95670065872261e-10 "IV"
"NGL1" 1092 351432.4 1.09424278957593e-09 4.02733920755461e-10 "XV"
"NGL2" 1548 496129.6 1.02614257188791e-09 4.55553714729607e-10 "XIII"
"NGL3" 1518 485605.6 1.49805529818491e-09 1.0753849120299e-09 "XIII"
"NGR1" 2019 646731.8 1.09801450006763e-09 4.88409363259653e-10 "II"
"NHA1" 2958 947734.6 1.26308898629499e-09 9.29477682245028e-10 "XII"
"NHP10" 612 200037.4 1.01234370911283e-09 3.19791858151436e-10 "IV"
"NHP2" 471 153273.2 8.04621869694367e-10 2.50565896969165e-10 "IV"
"NHP6A" 282 90459.4 7.77137391433838e-10 2.16213008550495e-10 "XVI"
"NHP6B" 300 96770 8.23891858911586e-10 2.21244410113906e-10 "II"
"NHX1" 1902 610404.4 8.50115043800642e-10 4.68587520128252e-10 "IV"
"NIC96" 2520 808995 1.2597540374267e-09 5.51788308117847e-10 "VI"
"NIF3" 867 278219.4 7.91419719828815e-10 2.97385670021868e-10 "VII"
"NIP1" 2439 785413.8 1.1476825577161e-09 4.45230680109398e-10 "XIII"
"NIP100" 2607 835146.4 1.4305604998257e-09 9.74853936951328e-10 "XVI"
"NIP7" 546 176770.2 7.36709649934297e-10 2.01466057401215e-10 "XVI"
"NIS1" 1224 392033.8 1.16923732759202e-09 4.2987965132434e-10 "XIV"
"NIT1" 600 192651 1.41521664722218e-09 5.42675638845534e-10 "IX"
"NIT2" 924 296813.8 9.73167119771076e-10 2.99046843760638e-10 "X"
"NIT3" 876 281354.2 8.5360178289088e-10 2.33712522755636e-10 "XII"
"NKP1" 717 228490.4 8.68526543512979e-10 4.00355223835877e-10 "IV"
"NKP2" 462 149356.4 1.24100033133501e-09 5.30627394739656e-10 "XII"
"NMA1" 1206 387752.2 1.02377033671508e-09 3.77483470673989e-10 "XII"
"NMA111" 2994 963758.8 1.15571928329409e-09 5.28412439535148e-10 "XIV"
"NMA2" 1188 382061.6 1.13014546573322e-09 4.56867441459957e-10 "VII"
"NMD2" 3270 1090729.6 1.37061081017823e-09 7.68517741665851e-10 "VIII"
"NMD3" 1557 500507.4 1.05581513337976e-09 3.5108137065176e-10 "VIII"
"NMD4" 657 213143.4 9.45935072053265e-10 2.37441674048334e-10 "XII"
"NMD5" 3147 1013716.4 1.21965499142999e-09 7.20030972369572e-10 "X"
"NMT1" 1368 438875.6 8.2777129232064e-10 2.58942823156625e-10 "XII"
"NNF1" 606 194549.2 8.18365258535096e-10 2.12655992048186e-10 "X"
"NNF2" 2811 904458.2 1.34303083286346e-09 9.49213808667343e-10 "VII"
"NNK1" 2787 895036.4 1.37850044088597e-09 8.33150659466681e-10 "XI"
"NNR1" 741 238430.2 8.53982357227373e-10 3.15238552944358e-10 "XIV"
"NNR2" 1014 324531.8 9.08148430602948e-10 3.0475869857242e-10 "XI"
"NNT1" 786 252994.2 8.09623264500726e-10 2.47390190703203e-10 "XII"
"NOB1" 1380 441003 1.09419259191879e-09 3.8252469562824e-10 "XV"
"NOC2" 2133 683949.6 9.70310262791563e-10 4.77757221575324e-10 "XV"
"NOC3" 1992 638697.4 9.75863635465182e-10 4.84509635500085e-10 "XII"
"NOC4" 1659 534132.8 1.06501941246772e-09 4.14139463661792e-10 "XVI"
"NOG1" 1944 623317.8 1.0774686327207e-09 4.76095031491873e-10 "XVI"
"NOG2" 1461 640951.6 1.06648164279552e-09 4.74174618034511e-10 "XIV"
"NOP1" 984 316231.8 7.21513879448009e-10 2.49069615460902e-10 "IV"
"NOP10" 177 56736.4 7.76864859922621e-10 1.72787669461381e-10 "VIII"
"NOP12" 1380 440203 7.85598987341191e-10 4.39628014583223e-10 "XV"
"NOP13" 1212 386616.4 6.20710145511228e-10 2.47285797306927e-10 "XIV"
"NOP14" 2433 777399.6 1.15063234744218e-09 4.54474114740596e-10 "IV"
"NOP15" 663 217189.6 7.17112616580079e-10 2.59269936750241e-10 "XIV"
"NOP16" 696 227594.2 6.18070001325243e-10 2.78212794983419e-10 "V"
"NOP19" 591 192810.2 8.577241238287e-10 3.09925133280635e-10 "VII"
"NOP2" 1857 593907.4 1.0883077364901e-09 3.72921873399492e-10 "XIV"
"NOP4" 2058 656657.6 1.07371249551066e-09 4.06879061547906e-10 "XVI"
"NOP53" 1368 434714.6 7.91436867287143e-10 3.30054716122688e-10 "XVI"
"NOP56" 1515 485706 9.27794109921183e-10 3.31523763374922e-10 "XII"
"NOP58" 1536 491743.2 9.86212802404529e-10 3.28365915238503e-10 "XV"
"NOP6" 678 216751.6 7.25999980013175e-10 2.55666861299384e-10 "IV"
"NOP7" 1818 581361.6 8.38460360187222e-10 3.40719080300959e-10 "VII"
"NOP8" 1455 463642 1.02436632107617e-09 3.9594494316815e-10 "XV"
"NOP9" 2001 641649.2 9.5023189493363e-10 5.13326661731001e-10 "X"
"NOT3" 2511 803850.2 1.11812809205014e-09 6.20123074133656e-10 "IX"
"NOT5" 1683 538620.6 8.7083217087845e-10 3.83778288158288e-10 "XVI"
"NPA3" 1158 370857.6 8.69992322450513e-10 2.93398443531398e-10 "X"
"NPC2" 522 167844.4 9.14803658646632e-10 3.56569753563505e-10 "IV"
"NPL3" 1245 399417 7.24242883979009e-10 3.3353516482235e-10 "IV"
"NPL4" 1743 559548.6 1.10930354102234e-09 4.2885164192525e-10 "II"
"NPL6" 1308 418185.6 7.88611604658432e-10 3.02157536815749e-10 "XIII"
"NPP1" 2229 715194.8 1.18157218743322e-09 7.82451018728491e-10 "III"
"NPP2" 1482 475631.4 1.2640793147153e-09 8.20292828408979e-10 "V"
"NPR1" 2373 762669.6 1.2807177443089e-09 6.20805413803004e-10 "XIV"
"NPR2" 1848 593874.6 1.30549940702767e-09 5.91949441558965e-10 "V"
"NPR3" 3441 1107409.2 1.46431478764908e-09 8.88210785240397e-10 "VIII"
"NPT1" 1290 414428 1.06982425209957e-09 3.29109910772586e-10 "XV"
"NPY1" 1155 372484 1.04425204701028e-09 3.59702934401942e-10 "VII"
"NQM1" 1002 321241.4 7.58676047741274e-10 3.14045982748188e-10 "VII"
"NRD1" 1728 553549.6 1.02068985937617e-09 4.86569076154214e-10 "XIV"
"NRG1" 696 222647.2 1.01854096494972e-09 5.32612396628554e-10 "IV"
"NRG2" 663 212298.6 7.91202186137274e-10 3.06068299655985e-10 "II"
"NRK1" 723 232106.6 9.61186235887014e-10 2.64446606158596e-10 "XIV"
"NRM1" 750 239857 8.81780111911046e-10 3.09439964056679e-10 "XIV"
"NRP1" 2160 693538 1.28426640562065e-09 6.22999126817777e-10 "IV"
"NRT1" 1797 575532.4 1.06277808670515e-09 5.97477999069527e-10 "XV"
"NSA1" 1392 446054.4 1.10102525505935e-09 4.12420169997939e-10 "VII"
"NSA2" 786 251068.2 7.12143234195467e-10 2.87427467475425e-10 "V"
"NSE1" 1011 324071.2 1.17678631066422e-09 3.49496366515243e-10 "XII"
"NSE3" 912 292222.4 1.14572348663802e-09 4.28520598271439e-10 "IV"
"NSE4" 1209 387097.8 1.18608707744446e-09 4.8515327078744e-10 "IV"
"NSE5" 1671 537653.2 1.34815670515564e-09 6.06016360767231e-10 "XIII"
"NSG1" 876 281223.2 7.46611601298805e-10 3.22303705045948e-10 "VIII"
"NSG2" 900 289282 9.8175950576463e-10 3.50992528160148e-10 "XIV"
"NSI1" 1713 545863.6 1.26413770258747e-09 5.94153094925583e-10 "IV"
"NSL1" 651 208507.2 1.2839209377831e-09 6.61565425702563e-10 "XVI"
"NSP1" 2471 790470.2 9.45252607919818e-10 5.22024427155899e-10 "X"
"NSR1" 1245 399637 6.66600583190744e-10 3.07571713952969e-10 "VII"
"NST1" 3723 1200326.6 1.34829873572219e-09 7.34673235541191e-10 "XIV"
"NTA1" 1374 441524.8 1.28756576980133e-09 4.71500510036193e-10 "X"
"NTC20" 423 136845.6 8.88952416845039e-10 2.39077231597526e-10 "II"
"NTE1" 5040 1626915 1.46255815132162e-09 1.44932507068033e-09 "XIII"
"NTF2" 378 120885.6 6.25875690266958e-10 1.53643034769814e-10 "V"
"NTG1" 1200 383873 1.16515959341748e-09 3.93466107283875e-10 "I"
"NTG2" 1143 365839.6 1.27831232822389e-09 5.84961705311286e-10 "XV"
"NTH1" 2256 724563.2 1.25145774098467e-09 5.1659102864328e-10 "IV"
"NTH2" 2343 751938.6 1.30876109289592e-09 4.99166048132904e-10 "II"
"NTO1" 2247 720944.4 1.37080745641239e-09 7.07387007052065e-10 "XVI"
"NTR2" 969 308771.8 1.13472613153766e-09 4.25913954220837e-10 "XI"
"NUC1" 990 318360 8.98488343197281e-10 3.49977207508582e-10 "X"
"NUD1" 2556 818341.2 1.2076505371955e-09 5.52681900125964e-10 "XV"
"NUF2" 1356 434006.2 1.27720768301835e-09 5.62111709517393e-10 "XV"
"NUG1" 1563 500719.6 7.7612173454801e-10 3.23725656963723e-10 "V"
"NUM1" 8247 2638724.4 1.47281056374218e-09 1.15099030156837e-09 "IV"
"NUP1" 3231 1041344.2 1.24598322833273e-09 6.64040674125598e-10 "XV"
"NUP100" 2880 922517 1.13625969793551e-09 6.75033850071261e-10 "XI"
"NUP116" 3342 1076487.4 1.09298777878326e-09 5.91677373433144e-10 "XIII"
"NUP120" 3114 998714.8 1.33873652407361e-09 6.18449331464196e-10 "XI"
"NUP133" 3474 1110611.8 1.28858020218696e-09 6.32974674402354e-10 "XI"
"NUP145" 3954 1263992.8 1.34905599283362e-09 7.77005062182366e-10 "VII"
"NUP157" 4176 1335660.2 1.41817913481437e-09 7.9268669484681e-10 "V"
"NUP159" 4383 1401582.6 1.28150417359316e-09 7.46425213436733e-10 "IX"
"NUP170" 4509 1441620.8 1.47137391204594e-09 9.55244061438252e-10 "II"
"NUP188" 4968 1588424.6 1.40877561346808e-09 8.2629623196823e-10 "XIII"
"NUP192" 5052 1616212.4 1.42820720712793e-09 9.26480858405191e-10 "X"
"NUP2" 2163 691862.6 8.76061051598456e-10 4.90634228672481e-10 "XII"
"NUP42" 1293 414935.6 7.57140107786804e-10 3.29188411983469e-10 "IV"
"NUP49" 1419 455371.8 9.84025659527353e-10 4.17202350359767e-10 "VII"
"NUP53" 1428 457669.6 8.85385949395185e-10 4.36670272142707e-10 "XIII"
"NUP57" 1626 519800.2 1.02505989263454e-09 4.73401600576017e-10 "VII"
"NUP60" 1620 518612 9.03591300826031e-10 5.50145008644134e-10 "I"
"NUP82" 2142 688730.4 1.32657172638692e-09 6.25461517608761e-10 "X"
"NUP84" 2181 701548.2 1.27849062696682e-09 5.56769614885561e-10 "IV"
"NUP85" 2235 717939 1.23659144993576e-09 5.18732892455374e-10 "X"
"NUR1" 1455 468711 1.08250503861036e-09 6.72629031310854e-10 "IV"
"NUS1" 1128 361817.6 8.1626788061726e-10 4.50408925443537e-10 "IV"
"NUT1" 3399 1085965.8 1.3820977737444e-09 6.67204132804014e-10 "VII"
"NUT2" 474 153899.8 1.40985855734457e-09 7.85403530665664e-10 "XVI"
"NVJ1" 966 309309.2 1.16085659127976e-09 5.91586639969472e-10 "VIII"
"NVJ2" 2313 743323.6 1.29559988039028e-09 9.49857668242044e-10 "XVI"
"NVJ3" 1392 448953.4 1.25066211943308e-09 4.3210028950576e-10 "IV"
"NYV1" 762 290373.6 8.68785545816539e-10 2.69002764090516e-10 "XII"
"OAC1" 975 313566 9.9977762537095e-10 3.47366771555224e-10 "XI"
"OAF1" 3144 1010086.8 1.2996335788644e-09 6.54754863131121e-10 "I"
"OAF3" 2592 833401.4 1.36588465889793e-09 7.28636765068595e-10 "XI"
"OAR1" 837 268522.4 1.32825328973649e-09 6.68711676045406e-10 "XI"
"OAZ1" 879 283420 1.02596682303027e-09 2.67881399336628e-10 "XVI"
"OCA1" 717 229895.4 1.02343412713308e-09 2.41847230592983e-10 "XIV"
"OCA2" 594 190572.8 9.75894027354568e-10 2.76843789401589e-10 "XIV"
"OCA4" 1089 349205.8 1.17374755169722e-09 4.4704740076522e-10 "III"
"OCA5" 2040 655269 1.31716741429349e-09 6.84482674627764e-10 "VIII"
"OCA6" 675 216869 9.12219954015851e-10 3.19715291786e-10 "IV"
"OCH1" 1443 463828.6 1.00617654803897e-09 6.30549594077924e-10 "VII"
"OCT1" 2319 744696.8 1.27456296033741e-09 7.48775687575498e-10 "XI"
"ODC1" 933 299605.6 9.86553816862588e-10 4.06054782415703e-10 "XVI"
"ODC2" 924 296417.8 8.35734156868056e-10 2.56298780360617e-10 "XV"
"OGG1" 1131 362553.2 9.69070411715793e-10 3.55899239122963e-10 "XIII"
"OKP1" 1221 389791.2 1.07788450430841e-09 4.59813537974441e-10 "VII"
"OLA1" 1185 381032 8.16853435214595e-10 2.95540393011766e-10 "II"
"OLE1" 1533 493518.6 7.61614403819809e-10 4.7232673300335e-10 "VII"
"OLI1" 231 74204.2 1.10157568202456e-09 9.12464195380751e-10 "Mito"
"OM14" 405 162089.4 7.19271114051252e-10 2.29816474168948e-10 "II"
"OM45" 1182 380345.4 9.47398748943026e-10 4.83823031425902e-10 "IX"
"OMA1" 1038 334148.6 9.11023838120842e-10 3.1819043786494e-10 "XI"
"OMS1" 1416 451941.2 1.07025549626901e-09 5.24944347880573e-10 "IV"
"OPI1" 1215 389708 1.169130491585e-09 5.32833179186323e-10 "VIII"
"OPI10" 741 237607.2 8.75745212991771e-10 3.737357374296e-10 "XV"
"OPI11" 354 113038.8 1.66666666666667e-09 0 "XVI"
"OPI3" 621 199637.2 6.66451857270157e-10 2.03090788793248e-10 "X"
"OPI6" 327 105254.4 1.19669892699169e-09 1.4678720598152e-10 "IV"
"OPI7" 435 139026 8.33333333333333e-10 1.29908769539366e-09 "IV"
"OPI8" 642 205055.4 1.37590987278208e-09 5.59324019051306e-10 "XI"
"OPI9" 858 275400.6 1.53670606015095e-09 2.16666666666667e-09 "XII"
"OPT1" 2400 770621 1.05441378199269e-09 7.29060897451592e-10 "X"
"OPT2" 2634 846785.8 1.32270829601029e-09 6.68605911622279e-10 "XVI"
"OPY1" 987 316511.4 1.04289724664537e-09 3.30329615689209e-10 "II"
"OPY2" 1083 347006.6 9.15659290860047e-10 4.44083341679642e-10 "XVI"
"ORC1" 2745 886752 1.32764746540927e-09 6.50346689235135e-10 "XIII"
"ORC2" 1863 596650.6 1.18717755137477e-09 5.73669251894885e-10 "II"
"ORC3" 1851 595739.2 1.10689043959457e-09 4.58675036783573e-10 "XII"
"ORC4" 1590 511135 1.15940815345964e-09 6.23561877771064e-10 "XVI"
"ORC5" 1440 464139 1.26824877329388e-09 5.47792098592956e-10 "XIV"
"ORC6" 1308 417886.6 9.92234799179726e-10 4.8242886002361e-10 "VIII"
"ORM1" 669 215145.8 7.35665211314707e-10 2.40941803658957e-10 "VII"
"ORM2" 651 209103.2 6.29946550170504e-10 3.55290526174497e-10 "XII"
