"Weight" "Gene"
124381.2 "MEMO1P4"
106579.2 "ELOCP7"
278587.4 "RPL6P19"
283790.6 "RPSAP25"
164801.2 "LINC01048"
283983.6 "RPSAP23"
933173.4 "LINC03098"
100812.4 "ANAPC1P3"
83925.2 "SPTLC1P1"
155317.2 "HINT2P1"
592916.8 "RBBP8P1"
811570.8 "LINC01747"
178494.6 "LINC01972"
159798.4 "LINC01349"
128609.8 "LINC01066"
96055.4 "RPS3AP52"
136458.2 "RPL23P5"
281815.4 "BZW1-AS1"
293484.2 "TCEA1P2"
304810 "OR3D1P"
105185.6 "ELOCP12"
125971.8 "LINC01786"
295980 "OR5M4P"
862145.4 "LINC00856"
862145.4 "LINC00595"
157948 "ARL2BPP7"
214445 "EMC1-AS1"
141521.2 "RSU1P1"
1028213.6 "LINC01036"
351436.2 "ALG14-AS1"
512178.6 "USP17L25"
369909.6 "LINC01650"
1137398.4 "SERPINB9P1"
208335.6 "ASB15-AS1"
237772.2 "TFAMP1"
1747294.8 "LRRC37A6P"
193989.8 "CTF2P"
1128058.6 "LINC00276"
235912 "RPL7P4"
429564.8 "NEK2P4"
46761 "RPS29P6"
150557.2 "LINC01381"
1343267 "ANKRD18B"
382355.4 "PA2G4P4"
46298.8 "GPM6BP1"
1694560.2 "PROX1-AS1"
308333.6 "VENTXP4"
249203.8 "CLUHP5"
283769.4 "RPL5P26"
112801.8 "ATP6V1G1P7"
481268.2 "OFD1P9Y"
289192.6 "LNCTSI"
112506.8 "RPL34P11"
113612.8 "IGKV1OR22-5"
136216 "ATP5MC2P3"
299000.4 "OR51A10P"
1834420.2 "PSMG3-AS1"
198811.8 "VAV3-AS1"
78264.8 "SRD5A2P1"
212372.2 "MTCO2P7"
217009.2 "EEF1B2P8"
239384 "MKX-AS1"
346483 "ANKRD30BP3"
259732.8 "RPL7AP8"
191609.2 "RPL19P21"
87896 "PPP5D1P"
739424.6 "THAP7-AS1"
184888.8 "HMGB1P49"
255938.6 "MBD3L2"
693298.6 "LINC01756"
1392440.4 "COL6A4P1"
341873.2 "LINC01799"
278773.4 "NOS2P3"
164795.6 "CEACAMP9"
1452216.4 "LIMD1-AS1"
570703.6 "MTND5P7"
352007.4 "LINC03004"
216545 "BASP1P1"
580365.2 "LINC02937"
686709 "PNPLA10P"
185488.6 "AOAH-IT1"
432306 "LINC00102"
432306 "LINC00102"
56435 "SNX3P1X"
207269.4 "HMGB1P11"
429452.8 "MTND4P27"
512372.6 "USP17L1"
493945.4 "ERLNC1"
244405 "LINC02916"
141264 "CEACAMP2"
169707.2 "RPL17P12"
306071.2 "CCDC192"
224765.2 "FAM133DP"
145145.6 "CALM1P2"
290427 "ZNF32-AS2"
477369.4 "SF3A3P1"
387101.8 "KMT2CP5"
172341.2 "LINC02639"
299563 "OR6R1P"
87299.2 "TMLHEP1"
161272.6 "RPL19P5"
360621.4 "ACTG1P14"
219631 "GTF2IRD1P1"
524442.8 "CCT5P2"
260944.2 "PHB1P12"
749694.4 "LINC02580"
179159.4 "IMP3P1"
3915520.4 "FTX"
286077.8 "RPSAP8"
158043 "PPIAP40"
420276.6 "CT47A4"
118393.2 "RSL24D1P2"
574518.4 "GPAA1P2"
301500.8 "OR2H4P"
267842.8 "TEX48"
115334.6 "TSEN15P2"
43937.6 "MTCYBP6"
957960 "APPAT"
62398.6 "COX7CP4"
195927.6 "HMGB1P27"
158108.8 "HM13-AS1"
83402.6 "DYNLL1P7"
131334.4 "H3P12"
89355.8 "UQCRHP1"
106704 "RPS23P8"
812156.6 "DNM3OS"
140257.4 "FAM136EP"
176849.8 "CYP4F60P"
73242 "RPL36P1"
92830.2 "VN1R36P"
89898.8 "USP12-DT"
428976.8 "LINC01818"
332827.8 "KLF2P2"
574546.4 "RGPD4-AS1"
216949.2 "MTCO2P25"
284839 "OR7E55P"
296766.6 "PRB4"
1145721.6 "KLHL7-DT"
215569.6 "YY1P1"
855694 "TNPO1P2"
651522.4 "FAM224B"
708746.6 "THAP12P1"
327286.2 "CEACAM22P"
285315.8 "SETSIP"
104261.2 "NDUFS5P5"
147102.8 "PABPC1P3"
146882.2 "ENO1-AS1"
135166.2 "CEACAMP4"
207126 "GRPEL2P3"
123617.6 "DDTP1"
181867.2 "MRPL35P4"
263197.2 "FN1-DT"
127911.2 "SAP18P3"
724490.8 "FBXW4P1"
116651.2 "RPL31P30"
147479.2 "MYOM3-AS1"
401877 "TMEM184CP1"
398424.8 "HAPSTR2"
518513 "LINC00332"
788267.2 "CTAGE13P"
216889 "GGTLC4P"
464026.4 "KRT8P7"
131443.6 "LINC02644"
179239 "RPL17P5"
812345.6 "LINC01001"
289608.8 "RBMY2WP"
1218128.4 "LINC02938"
150691.6 "RPL10P3"
201330 "PRELID1P7"
584542.6 "MEIS1-AS2"
653993.6 "SDAD1P2"
210874.2 "ZNF341-AS1"
151268.2 "MTATP6P23"
200561.2 "RHOQP3"
249352.8 "NFU1P1"
79656.2 "SNAP23P1"
131838 "MTND1P4"
604472.6 "LINC01676"
158534.2 "RFKP4"
264778 "VN1R108P"
55103.2 "RPS29P5"
1511484.6 "ANKRD63"
297904.4 "RPLP0P4"
247010 "RPS3AP13"
358121.2 "PSAT1P3"
402961.6 "CTDSPL2P2"
124883.6 "ARHGAP26-IT1"
397240 "SMARCE1P5"
338528.2 "HLA-K"
885770.8 "YY2"
456448.8 "FOXD3-AS1"
269801.4 "RPS2P16"
187046.8 "CDRT15P14"
805820.8 "SRGAP2-AS1"
119294.2 "UBA52P4"
242271.2 "RPS6P15"
223528.4 "USP9YP24"
550786.4 "LINC01362"
254501.8 "MTND2P16"
259206 "ZNF736P5Y"
139522.4 "CBX1P1"
811907.2 "LINC03016"
174165.4 "ARPP21-AS1"
402830.2 "SSBL4P"
218008.2 "RPEP3"
407157.2 "LINC01293"
121879.4 "RPL31P2"
696868.6 "LINC01614"
148066.8 "RPL23AP15"
821881.2 "ZNF674-AS1"
223339.4 "GSTA10P"
219790.8 "OCLNP1"
402796.2 "GOT2P2"
109734.8 "VPS51P5"
738151 "LINC02857"
198480.2 "RPL10P11"
180009.6 "USP9YP20"
154270 "YRDCP3"
263012.6 "CCNB1IP1P2"
165765 "TSEN15P1"
416263 "LINC02558"
779007.6 "AGAP10P"
474308.8 "FBXW11P1"
233138.4 "RPS6P23"
409414.8 "MFSD13B"
668227 "STMND1"
686762.2 "LINC00486"
120718.2 "RBMX2P4"
197444.4 "HMGB1P25"
562143 "SHC1P1"
316101.4 "LINC00692"
148651.8 "RPS18P12"
153114.2 "MAGEA8-AS1"
208362.4 "FAM204CP"
157386.4 "XKRYP2"
1748644.6 "ADGRB3-DT"
164644 "PPIHP1"
241313.8 "NPM1P51"
196751.6 "KIF19BP"
222873.8 "MTCO1P53"
431151.8 "DPP4-DT"
100541.2 "HAO2-IT1"
1060611.4 "LINC00309"
550057.6 "TMBIM7P"
157948 "GXYLT1P1"
61786.4 "RPS3P1"
1075203.6 "MIR205HG"
85980.6 "HMGN1P5"
604356.8 "LINC02541"
144337.2 "LINC01507"
317271.8 "HNRNPA1P68"
326931 "AURKBP1"
331019.4 "MTND2P21"
286933.6 "GPS2P2"
342695.2 "LINC03037"
154115.2 "INPP5B-AS1"
268465.6 "CAPZA1P1"
478245.4 "LINC01520"
170626.8 "SNX18P13"
129364 "LINC02090"
323195.6 "HHATL-AS1"
315045.8 "LINC00160"
103470.6 "RPL36AP39"
150545 "DSTNP1"
35832.2 "DDX3P2"
151507.8 "RPL23AP11"
2776551.8 "HSBP1"
192492.4 "FAM201B"
161111.8 "RPL12P15"
193928.2 "FGFR3P1"
101985.2 "RAB42P1"
343651.6 "MTND5P8"
266104.8 "CCNB1IP1P3"
64372.8 "CECR9"
48907.2 "RPL39P39"
240854.8 "RPL7P32"
483229 "CDC20P1"
574564 "CUBNP1"
955505 "SCTR-AS1"
80315.8 "RPS27P10"
78618.8 "EIF4A1P3"
180360.2 "LINC00373"
255568.4 "RPS3AP9"
809103 "LINC00326"
154878.6 "XKRYP4"
1354079.2 "AHI1-DT"
600899.2 "LINC01804"
156780 "CEP19P1"
240300 "RPL7L1P9"
813471.4 "LINC01911"
139495.6 "MFSD4B-DT"
185666 "GCNT1P3"
303860.2 "OR52B5P"
325901.6 "GNB1-DT"
512178.6 "USP17L28"
112368.8 "TRAPPC2LP1"
82720.2 "LINC02522"
592901.2 "NEK2-DT"
441262.6 "MSANTD2P1"
571056.6 "FARSBP1"
133847 "LINC00395"
270888.8 "RPL6P6"
542361.2 "THBS3-AS1"
273526.8 "NPM1P9"
80915.6 "KRTAP21-3"
263559.6 "OR52Y1P"
221266.4 "IDI1P3"
322402.6 "GAPDHP64"
2337697.4 "HCG18"
832640.4 "KIF5C-AS1"
118732 "LINC02655"
122083.2 "RPL22P24"
247361.6 "TSSK1A"
340198.8 "FDPSP7"
645850.4 "MIR4422HG"
598465 "TRMT1P1"
319262.8 "GYG1P3"
125041 "NDUFB4P3"
127559.6 "BMS1P19"
455550.4 "PRAMEF30P"
797505.8 "ECE1-AS1"
403275.8 "LINC01436"
561373.2 "LINC01508"
154336.8 "PRELID3BP11"
71456.2 "MTHFD2P3"
316420.8 "LINC02976"
160185 "BTF3P10"
61921.8 "FAM25EP"
140643.6 "SPATA20P1"
91858 "UBE2V1P11"
145310 "HLA-T"
443603 "LNCAROD"
1068677.6 "HAR1B"
146990.6 "TCF7L1-IT1"
410833.4 "RBM22P5"
110894.8 "TTTY3"
184133.6 "EEF1A1P40"
689128 "ARHGAP42P2"
198790.4 "HMGB1P7"
267311 "DNAH8-AS1"
284137.4 "MTND2P15"
668494.2 "MORF4L2-AS1"
165792 "PTP4A1P1"
462748.6 "OFD1P8Y"
1057973 "KLF3-AS1"
269440 "COX11P1"
440031.4 "CSMD2-AS1"
231821.4 "RPL7P56"
94237.6 "TRBV26OR9-2"
154777.8 "TUBB4BP6"
323301.8 "YBX1P2"
217633.4 "EEF1B2P1"
683325.6 "PDK4-AS1"
332010.8 "LINC01098"
377830 "EVA1A-AS"
710607.2 "LINC01720"
424607.6 "LINC00852"
198800.8 "CCNQP3"
433163.8 "SPRY4-AS1"
884117.6 "SYT15-AS1"
1920550.8 "OR5H1"
103999.6 "FARP1-AS1"
169121.2 "IFNA11P"
569575.8 "MTND5P19"
151043.2 "TRGVB"
468457.4 "KRT8P10"
614407 "ZNF826P"
303577.4 "HNRNPA1P25"
172297.6 "ZBTB46-AS1"
421987.2 "COMETT"
132563.2 "RPL17P49"
352955 "PLSCR5"
343017.6 "PRAMEF32P"
124854.6 "LINC01593"
167781 "ARF4P4"
177088.8 "TRIM31-AS1"
109924.8 "ARPP19P1"
195596.6 "LINC01423"
364717.2 "CFAP58-DT"
158156.8 "SKP1P1"
527389 "CTNNBL1P1"
309488.2 "OR6K1P"
373576.8 "LINC00349"
333631.4 "KLF2P1"
78374.4 "RPS3AP3"
426132.6 "PSMC1P3"
130229.4 "C1DP1"
1795895.6 "LINC02884"
244868.8 "FAM242D"
918213.6 "ITPR1-DT"
537028.8 "LINC01640"
253164 "PCED1CP"
1208470.2 "CFAP97D1"
653988.6 "ZSWIM5P2"
428057.2 "ANAPC1P2"
86555 "HMGN2P10"
193901 "ARAFP1"
149106.4 "TRERNA1"
291492 "COBLP1"
410005 "SBK3"
364285.6 "E2F4P1"
129178.6 "OR9S24P"
543734.2 "SALL4P6"
848067 "APCDD1L-DT"
113372.6 "IGKV1OR2-108"
104146.2 "RPL36AP6"
490417.6 "MANCR"
58663 "SEPTIN14P24"
94151.2 "EZH2P1"
167160.6 "RPL13AP"
102251 "RPL36P2"
761315.2 "SGO1-AS1"
640687.2 "IFT122P3"
226321.2 "RPS3P2"
253832.6 "TBL1XR1-AS1"
158650.4 "PRYP2"
1345800 "MAP4K3-DT"
233483.8 "CLIC1P1"
109495.8 "RPL31P29"
609749 "RPL13AP17"
189831.4 "LINC02662"
221577.6 "LINC01816"
166806.4 "TPT1P7"
148515.6 "OOEP-AS1"
111386 "RPL34P6"
192799.2 "EML6-AS1"
347587.4 "ACTG1P10"
275903 "VDAC1P6"
889940.4 "BEND3P1"
288688.8 "LINC01160"
222328.2 "RPL7L1P22"
161935 "WBP1P1"
325480.2 "MTFR1P1"
99086.2 "RPL31P34"
39634.6 "RPS29P23"
50490.2 "RPL39P17"
441097.6 "LINC01712"
1877690.4 "WARS2-AS1"
94823.8 "RPS26P40"
548504 "LINC02613"
286610.2 "RPSAP40"
186130.6 "RPL15P22"
301393.2 "AKR1B1P8"
196392 "GNA14-AS1"
413498.4 "CDY17P"
85020.2 "HMGN2P16"
161807.4 "NDUFAF4P4"
325811 "RNF2P1"
469108.2 "NBPF21P"
187500 "FGF12-AS1"
166319.2 "NAP1L5P1"
218189.4 "MOB4P1"
518594.8 "FMN2P1"
1608290 "HLA-DPA1"
281910.8 "SNX18P8"
166568.6 "ARL4AP4"
512402.6 "USP17L10"
84028 "SNRPEP8"
466637 "WASF5P"
186478 "RAC1P3"
933770.4 "GORAB-AS1"
102306 "RPL36AP8"
366162.2 "DUX4L31"
231151.2 "LINC03078"
50459.2 "RPL39P15"
592188.6 "IRX1P1"
1506591.8 "LINC00689"
181520.8 "LINC01817"
958915.4 "LINC01516"
192357.4 "RAB9AP5"
480865.4 "FILNC1"
1960474.8 "LINC01445"
140564.8 "LINC00396"
187767.8 "FAR2P4"
700723.4 "HSP90AA3P"
369760 "RBMY3AP"
983650.6 "LINC01750"
339416.8 "WASIR2"
280361.2 "DST-AS1"
439596.8 "LARP1BP1"
402024.4 "PPP4R2P2"
95125 "TIMM8AP1"
149013.6 "RPS16P4"
1006221.6 "LINC01305"
256364 "RNASEH1P2"
236156.6 "HLA-DPA2"
401746.4 "PPP4R2P3"
195889.2 "PRDX3P2"
189947.8 "HMGB3P2"
87980.8 "HMGN2P34"
532526 "RB1-DT"
137681.6 "IGHV4-31"
90809.4 "FCF1P9"
57492.4 "SNRPGP13"
238192.8 "RPL7L1P2"
294088.8 "JKAMPP1"
149336.4 "RPL21P35"
356811.8 "RPS18"
49955.4 "MTND4LP1"
113807.2 "PTMAP4"
245893.2 "NMD3P2"
358549.8 "LINC01353"
113321.2 "RPL34P20"
144477.8 "LINC02782"
58004.6 "SEPTIN14P21"
166073.8 "E2F6P4"
205279 "CCNQP2"
181869.8 "CBX1P5"
209821.6 "SEPTIN14P1"
1107838.8 "FAM27C"
1961817 "FAM225A"
260949.8 "LINC02779"
121781.6 "HINT1P1"
948371.4 "LINC01249"
186839.4 "FBXO36-IT1"
506137.4 "LINC00278"
245443.4 "MTCO3P10"
212035 "DPP10-AS3"
76753.8 "ELOCP9"
227128 "RPS6P2"
78508 "TAB3-AS1"
158798.2 "RSL24D1P11"
397808.4 "RPL3P5"
832973.4 "OR55B1P"
56982.4 "ATP5MKP1"
388941 "PTCHD3P2"
349544.4 "PDE4DIPP6"
322934 "IGBP1P3"
181422 "MRM3P1"
160214 "RSL24D1P3"
1269981.2 "CLEC12A-AS1"
308318.2 "CEACAMP5"
251425.8 "RPL7AP44"
71551.4 "EIF4A1P11"
432339.6 "NEK2P2"
470383.6 "LINC02595"
321376.4 "MTND2P19"
41140.4 "S100A11P7"
84812.8 "PPIAP63"
952447.4 "LINC02015"
214942.6 "MTCO2P20"
204684 "RPL7P21"
93869 "MTND4LP21"
290504 "FAHD2CP"
141697.6 "RPS23P9"
27930.2 "SNORD62B"
497927.8 "SHQ1P1"
565701.8 "LINC01363"
1015274.2 "DLEU2"
665663.8 "EHBP1-AS1"
297263.4 "PIK3CDP1"
128470 "ANAPC15P1"
168635.4 "ANKRD44-AS1"
55011.2 "RPS29P7"
157566.2 "SLC47A1P2"
506384.8 "ATP5F1BP1"
130788.4 "AGBL5-AS1"
512178.6 "USP17L29"
937505.2 "LUARIS"
95693 "YWHAQP8"
423280.4 "KRT17P6"
492271.8 "FSIP2-AS1"
464177.8 "LINC01698"
1289458.2 "SPATA31B1P"
148793.2 "RFESDP1"
139507.4 "DLG3-AS1"
635123.6 "CD109-AS1"
180727.2 "LINC03097"
202980.4 "RPS6KA2-AS1"
112925.4 "EMP2P1"
198037.8 "RPS8P6"
276417.6 "COA6-AS1"
512800.4 "OGFOD1P1"
419097.2 "LINC01704"
323104.8 "OR7E111P"
205156.4 "PPP2R2DP1"
249140.2 "LINC01307"
1275998.8 "DIRC3"
648710.6 "LINC00410"
317599 "LINC02723"
172257.6 "LINC01891"
1173233.6 "KILH"
107743.8 "EIF1P3"
318654.6 "ANKRD11P2"
153066.4 "RPL21P43"
282380.2 "LINC01090"
831221.4 "LINC00574"
281603.4 "NANOGP5"
285093 "BMS1P13"
100766 "CYCSP43"
189668.2 "PABPC1P1"
1335313.6 "LINC00899"
88742.2 "H3P5"
72537 "COX6CP2"
327519.8 "CDY23P"
738918.2 "LINC02789"
2056356.2 "LINC-PINT"
188426 "CHMP4AP1"
64851.2 "CAPZBP1"
308902.2 "VN1R110P"
86715 "HMGN2P38"
653468.8 "TMSB15B-AS1"
127137.8 "ARHGEF9-IT1"
284825.8 "RPS2P18"
1226635.8 "TSPAN19"
85942.4 "GAPDHP59"
324208.4 "LINC01273"
268551.6 "ABCA9-AS1"
287083 "NANOGP10"
290516.2 "EMBP1"
357762.4 "CHODL-AS1"
218453.2 "ARHGAP15-AS1"
137813.8 "SLC66A2P1"
4923447.8 "DLX6-AS1"
123017.4 "PPP1R11P2"
135848.2 "MTCO2P5"
152222.2 "RPS27AP5"
1036323 "LINC01354"
365901 "TMEM44-AS1"
161968.8 "LINC01611"
430070.4 "MTND4P21"
98557.2 "RBISP6"
340892 "LINC00575"
866166.4 "DBIL5P"
138923.6 "H2BP9"
95660.2 "RPL31P50"
318275.6 "PIK3CD-AS2"
824442.6 "DOC2GP"
66966.6 "ITCH-IT1"
387128.4 "PA2G4P6"
176483 "ANP32BP2"
247552.2 "DNAJB6P3"
153374.8 "RPL21P85"
1277262.8 "PCAT7"
133585.2 "LINC01388"
286127.4 "NANOGP9"
99866.6 "RPL36AP35"
66845.4 "SNRPCP9"
507771.8 "LINC00210"
528521.8 "LINC01198"
276243.6 "NPM1P48"
237870 "SMC3P1"
985385 "AKAIN1"
769737.6 "LINC01819"
891476.8 "MTHFD1P1"
195792.4 "RPS7P2"
519456.2 "DPY19L4P2"
497132.4 "TMEM139-AS1"
246875.4 "FAM192BP"
194464.8 "HMGB3P14"
147554.2 "KRTCAP2P1"
83616.8 "UBE2V2P4"
309454.2 "MRPS9-AS1"
686935.4 "CYP21A2"
310585.2 "MORF4L1P5"
157718 "STAT4-AS1"
303881.2 "OR5K2"
408759.4 "KRT17P3"
268580.8 "IPO9-AS1"
165718.8 "TSPY18P"
81965.4 "SNRPFP1"
178282.8 "TXNL1P1"
133251.4 "F10-AS1"
58179 "NDUFB1P1"
229449.4 "PRH1"
110993.8 "MTND5P15"
703046.2 "TRAF3IP2-AS1"
523410.8 "DARS1-AS1"
495643.4 "WDR95P"
201954.6 "MARK2P14"
523091 "MYO3B-AS1"
421363.8 "GOT2P1"
262412.8 "SETP10"
78035.4 "COX7BP6"
311229.6 "GAPDHP37"
160701.4 "IDH1-AS1"
165987.2 "MAP1LC3BP1"
149030.6 "GAMTP2"
154964.2 "TPRKBP1"
152733.6 "RARRES2P3"
146400.6 "LINC00387"
568275 "SALL4P5"
212727.2 "NEBL-AS1"
907178 "PSG1"
1325952.6 "TAPBP"
380881.4 "SEPHS1P7"
193638 "HMGB3P31"
506317 "MYO18B-AS1"
550928.4 "FAM242A"
187324 "RPS7P3"
310051 "HNRNPA1P36"
422444.4 "PGM5P4-AS1"
192564.6 "PHKA1-AS1"
256741.2 "MTND2P24"
193448 "HS1BP3-IT1"
294209 "DPY19L1P2"
327872.6 "MTND2P22"
308024 "HNRNPA1P9"
295094.2 "GNAI2P2"
167721 "RPL17P29"
113576.6 "LINC02818"
1293826.8 "MMADHC-DT"
501316.8 "CT69"
135475.6 "FAM238B"
234818.8 "RPL7L1P12"
107347 "MCF2L2P1"
140075 "LINC00415"
642351.8 "LINC01787"
253685.6 "OFD1P3Y"
716901.8 "PPP1R2B"
329513 "ANXA2P2"
147856.4 "EP300-AS1"
194551.2 "RPL7AP76"
2093125.4 "LRRC8C-DT"
326905.4 "CLCN3P1"
407293.4 "LINC01880"
399662.6 "ZNF736P12Y"
454514.8 "CAP1P2"
169779.6 "DNMT3L-AS1"
81328.2 "HSPE1P25"
1079874 "LEF1-AS1"
399512.6 "FAAHP1"
306223 "LINC01807"
189942.6 "LSM12P1"
161141.8 "PRKD3-DT"
106936.4 "ELOCP15"
582468 "MAGEB6B"
156417.6 "RPL21P29"
135065.2 "DEFT1P2"
1908895 "SCAND3"
144868.6 "PSMD10P3"
1903114.4 "SILC1"
572962.2 "LINC01798"
278625.8 "HNRNPCP9"
289509.6 "NPM1P34"
195335.4 "SLC4A1APP1"
135065.2 "USP9YP33"
149547.2 "LINC01063"
45253.2 "RPS29P28"
516537.2 "TMEM253"
164442.2 "MRPL35P2"
421308 "LINC01031"
565154.8 "LINC01697"
177262.6 "LARGE-IT1"
186860.8 "RPS6KA2-IT1"
122236.6 "RPL31P7"
1001068 "LINC01104"
512215.4 "HCFC2P1"
136075.2 "POLR2DP1"
217299 "PNLIPP1"
264248.4 "DCST1-AS1"
118235.4 "YPEL5P1"
115396.2 "VPS51P2"
982353.8 "ZNF584-DT"
554590.6 "LINC01653"
55202.2 "MTCO3P2"
475001.6 "RFX3-DT"
128268.4 "RPL32P28"
334747.8 "VN1R54P"
222878.6 "TMA7"
260329.4 "TEX50"
170449 "NPLP1"
2206746.4 "LINC00384"
225583 "BACH1-AS1"
3071908.4 "MCTS1"
798862 "DYTN"
195194.6 "MTCO3P45"
160542.2 "NCOA7-AS1"
139000.2 "NDFIP2-AS1"
497602.4 "IMPDH1P10"
125322.6 "RPS15AP12"
222311.8 "DUXAP7"
189361.6 "IFNWP5"
632028 "LINC00867"
81602.4 "RPS25P9"
312893.4 "PSAT1P2"
440232 "FMO11P"
255845.6 "FERP1"
354779.6 "ST13P4"
357696.4 "MTCYBP15"
103266.6 "C11orf98P1"
201943.2 "RAB9BP1"
1203540.2 "RAP2C-AS1"
85926.6 "USP12-AS1"
96285.8 "RPLP1P13"
543008.8 "LINC01873"
291367.6 "P2RY10BP"
310329.6 "LINC00708"
296292.6 "OR2H5P"
125531.4 "MTND4P24"
41901.4 "MTATP6P29"
267909.4 "CNOT7P2"
397130.6 "TERF1P7"
178007.4 "FTH1P7"
1309487.6 "LINC02181"
260517 "KIF26B-AS1"
76061.4 "TOMM22P2"
193612.4 "MTCO2P34"
384577.2 "RPL3P8"
317057 "CHORDC1P1"
283042.4 "SLC25A6P2"
738724.2 "TET1P1"
519419.8 "CDY18P"
144785.2 "LINC01701"
299432 "OR2L6P"
140141.8 "IGHV3-43"
86107.4 "FTLP8"
137226.6 "MYADM-AS2"
295732.6 "CNN2P10"
249662.6 "LINC01047"
153619.4 "ARSFP1"
103476.6 "RPL36AP16"
1372308.4 "LINC00865"
262651.4 "TPM4P1"
590927.4 "LINC02043"
521772.6 "CDY3P"
656597.2 "ASCL5"
55180.2 "RPS29P8"
466329.4 "RBPJP5"
112075.4 "DYNLT3P1"
268578.4 "ZYG11AP1"
125496.2 "CSF2RBP1"
525708.6 "TMEM114"
151380.6 "BTF3L4P1"
117569 "KRTAP25-1"
512178.6 "USP17L24"
659151.6 "LINC02805"
404831.4 "ACTR3P2"
335933 "OR52I1"
171306.4 "FTH1P1"
169571.6 "SLC30A6P1"
193152 "IFNWP15"
298576.6 "MTND1P32"
346057.4 "HSD17B3-AS1"
717112.4 "GNG12-AS1"
94731.8 "ELOBP3"
188141.8 "SLC6A1-AS1"
200593.2 "ALDH7A1P2"
310326.4 "PAICSP7"
275451.2 "GRHL3-AS1"
701985.6 "FAM215B"
287388.4 "LNCPRESS1"
316172.8 "DFFBP1"
125104.6 "CLCP1"
795081.4 "DAOA-AS1"
850096.6 "LINC03002"
317542 "PSMC1P13"
205855.6 "LINC02518"
166954.2 "MXRA7P1"
140462.2 "ARL5AP5"
150189 "RPS27AP2"
413605.4 "RPL4P2"
173888 "YBX1P7"
175968.2 "SEMA3B-AS1"
461409 "VIPR1-AS1"
226569.8 "TRPC6P3"
100167.2 "ATP5MGP2"
271068.2 "VDAC1P9"
170032.6 "FTLP2"
158861.4 "PPIAP35"
226638.8 "BAG1P1"
361235.4 "MTCYBP3"
277414.6 "GPR79"
152381.4 "RPL29P28"
124947.2 "RPL22P23"
322318.4 "ZDHHC20P4"
293916.6 "OR52U1P"
1109566.2 "OR5K1"
256251.6 "RPS3AP25"
126033 "SKA2P1"
214626 "SMIM26"
110663.2 "NDUFA5P1"
73588.8 "RANP2"
383054 "GOT2P7"
286893.2 "RPL5P6"
251689.2 "LNCPOIR"
190691 "CABP7-DT"
219908.6 "TMPRSS11CP"
512340.6 "USP17L13"
657146.4 "RAD17P1"
396990 "LINC00112"
100367.4 "RPL27P5"
865977.2 "EPB41L1-AS1"
159715 "PPIAP70"
105775.2 "STAG2-AS1"
388489.2 "ELN-AS1"
1130445.4 "BPESC1"
86294.8 "TTTY19"
422232.4 "IL9RP2"
466610.6 "KNOP1P4"
552887 "PRAMEF6"
552871 "PRAMEF6"
181645.6 "USP9YP29"
156445.6 "RPL21P131"
109225.6 "RPL31P15"
384363.6 "GXYLT1P3"
1492864.4 "AJM1"
104906.2 "RPS26P42"
168464.8 "RPL18AP7"
527353.4 "MHENCR"
1476170.2 "EMSLR"
571370 "MTND5P3"
443751.6 "LINC02777"
185430 "LARS2-AS1"
226563.8 "FAM131C2P"
340613.8 "SLC16A6P1"
1047003.6 "LINC01450"
299290.8 "OR4F14P"
326272.4 "BMPR1AP2"
119675.4 "H3P31"
194887.2 "TMA16P2"
219650.6 "EEF1B2P3"
176769.8 "NCKAP5-IT1"
99222.8 "HSFY5P"
419044.2 "KRT8P52"
536949.8 "TGFB2-AS1"
356849 "RPL37A-DT"
783072.8 "DEPDC1P2"
122863 "RASA3-IT1"
409114 "MFAP1P1"
184040 "OSBPL10-AS1"
275214 "SAPCD2P3"
279609 "NPM1P13"
161546.2 "RPL12P11"
390127.6 "RPL3P12"
344711.8 "ADIPOR1P1"
101227.4 "CYCSP8"
344546.6 "ST3GAL5-AS1"
294078.8 "MRPL45P1"
295847.6 "OR2AH1P"
153396.8 "RPL21P25"
2248842.2 "CSPG4BP"
1063881.8 "GCSIR"
232645.6 "ZNF886P"
69041.6 "SS18L2P1"
277515.8 "VDAC1P13"
189149.6 "LINC02802"
258273.6 "LIF-AS1"
338860.4 "KMT5AP2"
433846.8 "FAM131B-AS2"
332907 "OR5H8"
242188.6 "LINC00945"
97613.2 "RPL36P19"
128555.2 "DPYD-IT1"
5270.2 "IGHD4-11"
98153.6 "LINC01809"
252836.2 "SRD5A1P1"
496702.8 "MTCO1P14"
417080.8 "CLK2P1"
155646 "RSU1P2"
367569.6 "PRCPP1"
120497.2 "KCND3-IT1"
546007.4 "LINC01549"
236718 "TPMTP3"
88929.2 "CRB3P1"
620493.4 "MRTFA-AS1"
161162.2 "RPL23AP35"
136785.6 "RPL3P4"
72255.2 "MTCO1P27"
65787 "GPR143YP"
389262.4 "OFD1P12Y"
462726 "KIAA1614-AS1"
446116 "EEF1A1P3"
900789 "LINC02642"
1395071.6 "KANTR"
28026.4 "CST2P1"
491869.2 "LINC01646"
137217.6 "TONSL-AS1"
111903.8 "ANAPC15P2"
130993.6 "HMGN2P11"
194793.2 "LINC01412"
85633.2 "TIMM9P2"
512712.8 "CCT6P4"
121909.4 "RPL31P35"
339627.2 "LINC02576"
229698 "USP9YP9"
348048 "PPP4R2P5"
923307.6 "HIVEP2-DT"
152009.4 "TSPY17P"
154051.6 "C4BPAP2"
188244.4 "MRAP-AS1"
